layer,unit,description
features,1305,Lights
features,1306,Poles
features,1307,Vertical lines
features,1308,Food
features,1309,Transportation
features,1310,Vertical lines
features,1311,Wall art
features,1312,Top of a building
features,1313,Top of a building
features,1314,Top of a building
features,1315,Sports stadiums
features,1316,Nature
features,1317,Lights
features,1318,Top of a building
features,1319,Cars
features,1320,Buildings
features,1321,Top of a building
features,1322,Bright lights
features,1323,"Building, windows"
features,1324,Poles and legs
features,1325,Green and brown colored objects
features,1326,Heads of peoples
features,1327,Lights
features,1328,Buildings
features,1329,Green grass
features,1330,Head of people
features,1331,Poles
features,1332,People
features,1333,Windows
features,1334,Bright yellow colored objects
features,1335,"Building, sky"
features,1336,Green grass
features,1337,Top of a building
features,1338,Poles
features,1339,Areas around items of central focus and edges
features,1340,People
features,1341,Nature
features,1342,Vertical lines
features,1343,Views of the mountaintop
features,1344,Green grass
features,1345,Top of a building
features,1346,Plants
features,1347,Grass and flowers
features,1348,Windows
features,1349,Trees
features,1350,The ground
features,1351,Diagonal lines
features,1352,Colorful items
features,1353,Cars and trees
features,1354,Black and white colored objects
features,1355,Plants
features,1356,Poles
features,1357,Wall art
features,1358,Windows
features,1359,Walkways
features,1360,Vertical lines
features,1361,Trees
features,1362,People
features,1363,"Trees, people"
features,1364,Top of a building
features,1365,Buildings
features,1366,Sports stadiums
features,1367,Sports stadiums
features,1368,Pathways
features,1369,Top of a building
features,1370,Green grass
features,1371,Head of people
features,1372,Items of central focus
features,1373,Wall art
features,1374,Head of people
features,1375,People
features,1376,Bookcases
features,1377,Green grass
features,1378,Top of a building
features,1379,Green and brown colored objects
features,1380,Diagonal lines
features,1381,Trees
features,1382,Plants
features,1383,Plants
features,1384,Pathways
features,1385,People
features,1386,Areas around items of central focus and edges
features,1387,Plants
features,1388,Vertical lines
features,1389,Windows
features,1390,Water
features,1391,Nature
features,1392,People
features,1393,Top of a building
features,1394,Landscapes
features,1395,Green and brown colored objects
features,1396,People
features,1397,Waterfalls
features,1398,Top of a building
features,1399,Colorful items
features,1400,Top of a building
features,1401,Nature
features,1402,Green and brown colored objects
features,1403,Diagonal lines
features,1404,Top of a building
features,1405,Buses
features,1406,Top of a building
features,1407,Plants
features,1408,Colorful items
features,1409,Poles
features,1410,People
features,1411,Items of central focus
features,1412,Buildings
features,1413,Nature
features,1414,Green and brown colored objects
features,1415,Top of a building
features,1416,Horizontal lines
features,1417,Green and brown colored objects
features,1418,Trees
features,1419,Sports stadiums
features,1420,Green grass
features,1421,Diagonal lines
features,1422,Top of a building
features,1423,Nature
features,1424,Poles
features,1425,Sports fields
features,1426,Buildings
features,1427,Sports stadiums
features,1428,White colored object with black border
features,1429,Buildings
features,1430,Lights
features,1431,Buildings
features,1432,Nature
features,1433,People
features,1434,Windows
features,1435,Buildings
features,1436,Buildings
features,1437,Poles
features,1438,Top of a building
features,1439,People
features,1440,Nature
features,1441,Green grass
features,1442,White colored object with black border
features,1443,Top of a building
features,1444,Windows and doors
features,1445,Green and brown colored objects
features,1446,Green and brown colored objects
features,1447,"Water, trees, people"
features,1448,"Building, people"
features,1449,Areas around items of central focus and edges
features,1450,Tall buildings
features,1451,Columns
features,1452,Windows
features,1453,Items of central focus
features,1454,"Building, people"
features,1455,Green and brown colored objects
features,1456,People
features,1457,Windows
features,1458,Poles
features,1459,Plants
features,1460,Circular objects
features,1461,Heads of peoples
features,1462,Poles and legs
features,1463,Nature
features,1464,Grass and trees
features,1465,Poles and legs
features,1466,Structures and landscapes
features,1467,Top of a building
features,1468,Plants
features,1469,People
features,1470,Tall buildings
features,1471,Diagonal lines
features,1472,Items of central focus
features,1473,Nature
features,1474,Diagonal lines
features,1475,Green and brown colored objects
features,1476,Stairs
features,1477,Views of the mountaintop
features,1478,"Building, people"
features,1479,The ground
features,1480,Areas around items of central focus and edges
features,1481,Top of a building
features,1482,Top of a building
features,1483,Green grass
features,1484,Brown colored objects
features,1485,Top of a building
features,1486,Buildings
features,1487,Top of a building
features,1488,Wall art
features,1489,Nature
features,1490,Trees
features,1491,Buses
features,1492,Trees
features,1493,Poles
features,1494,Brown colored objects
features,1495,Doors and windows
features,1496,Windows
features,1497,Food
features,1498,Windows
features,1499,Windows
features,1500,Trees
features,1501,Vertical lines
features,1502,Windows
features,1503,Green grass
features,1504,Regions with straight features
features,1505,Top of a building
features,1506,Windows
features,1507,Windows
features,1508,Faces of human beings
features,1509,Areas around items of central focus and edges
features,1510,Diagonal lines
features,1511,Green and brown colored objects
features,1512,Diagonal lines
features,1513,Top of a building
features,1514,Windows
features,1515,Windows of a building
features,1516,"Building, people"
features,1517,Diagonal lines
features,1518,Buses
features,1519,Columns
features,1520,Circular objects
features,1521,Pools
features,1522,Buses
features,1523,Trees
features,1524,Green grass
features,1525,Windows
features,1526,Plants
features,1527,Windows
features,1528,Poles
features,1529,Red and white colored objects
features,1530,Poles
features,1531,Diagonal lines
features,1532,Wall art
features,1533,Top of a building
features,1534,Green and brown colored objects
features,1535,Lights
features,1536,Buildings
features,1537,Green grass
features,1538,Green and brown colored objects
features,1539,Plants
features,1540,Top of a building
features,1541,Buildings
features,1542,Sports stadiums
features,1543,Buildings
features,1544,Green grass
features,1545,Diagonal lines
features,1546,Poles
features,1547,Head of people
features,1548,Black and white colored objects
features,1549,Yellow and blue colored objects
features,1550,Plants
features,1551,Black and white colored objects
features,1552,Top of a building
features,1553,Top of a building
features,1554,Top of a building
features,1555,Green grass
features,1556,Pink colored objects
features,1557,Plants
features,1558,Top of a building
features,1559,Poles
features,1560,Items of central focus
features,1561,People
features,1562,Top of a building
features,1563,Green and brown colored objects
features,1564,Green and brown colored objects
features,1565,Sports stadiums
features,1566,Bright yellow colored objects
features,1567,Garage doors and windows
features,1568,Buildings
features,1569,Wall art
features,1570,Top of a building
features,1571,Landscapes
features,1572,Walls
features,1573,"Building, sky"
features,1574,Plants
features,1575,Athletes
features,1576,Vertical lines
features,1577,Items of central focus
features,1578,Vertical lines
features,1579,Top of a building
features,1580,Lights
features,1581,Black and white colored objects
features,1582,Top of a building
features,1583,Buildings
features,1584,"Building, people"
features,1585,Top of a building
features,1586,Walls
features,1587,Walls
features,1588,Top of a building
features,1589,Brown colored objects
features,1590,Lights
features,1591,Windows
features,1592,Green grass
features,1593,Nature
features,1594,Vertical lines
features,1595,Green and brown colored objects
features,1596,Cars and planes
features,1597,Red and white colored objects
features,1598,Green grass
features,1599,Faces of human beings
features,1600,Red and white colored objects
features,1601,Sports stadiums
features,1602,Heads of peoples
features,1603,People
features,1604,Bright yellow colored objects
features,1605,Poles
features,1606,People
features,1607,Top of a building
features,1608,Top of a building
features,1609,Cars and buildings
features,1610,Top of a building
features,1611,Green and brown colored objects
features,1612,Diagonal lines
features,1613,Cars and people
features,1614,Top of a building
features,1615,Top of a building
features,1616,Nature
features,1617,Landscapes
features,1618,Reflective surfaces
features,1619,Bees wax
features,1620,Black and white colored objects
features,1621,Walls
features,1622,Windows
features,1623,Windows
features,1624,Red and white colored objects
features,1625,Bright yellow colored objects
features,1626,"Building, windows"
features,1627,Poles
features,1628,Waterfalls
features,1629,Heads of peoples
features,1630,Top of a building
features,1631,Plants
features,1632,Poles
features,1633,Green colored objects
features,1634,People
features,1635,Green and brown colored objects
features,1636,Green grass
features,1637,Black and white colored objects
features,1638,Colorful items
features,1639,Plants
features,1640,Buildings
features,1641,Diagonal lines
features,1642,Poles and legs
features,1643,Plants
features,1644,Black and white colored objects
features,1645,Side view of a car
features,1646,Arches
features,1647,Wall art
features,1648,"Building, people"
features,1649,Nature
features,1650,Vertical lines
features,1651,Vertical lines
features,1652,Circular objects
features,1653,Columns
features,1654,Buildings
features,1655,Nature
features,1656,Buildings and doors
features,1657,Structures
features,1658,Top of a building
features,1659,Vertical lines
features,1660,Top of a building
features,1661,Plants
features,1662,Buildings and doors
features,1663,Green grass
features,1664,Views of the mountaintop
features,1665,Diagonal lines
features,1666,Green and brown colored objects
features,1667,Plants
features,1668,Top of a building
features,1669,Poles
features,1670,Windows
features,1671,Vertical lines
features,1672,Bookcases
features,1673,Plants
features,1674,Items of central focus
features,1675,Brown colored objects
features,1676,Nature
features,1677,Black and white colored objects
features,1678,Top of a building
features,1679,"Building, windows"
features,1680,Top of a building
features,1681,Regions with straight features
features,1682,Top of a building
features,1683,Head of people
features,1684,Green and brown colored objects
features,1685,Green and brown colored objects
features,1686,Green and brown colored objects
features,1687,Columns
features,1688,Green grass
features,1689,Top of a building
features,1690,Poles
features,1691,Wall art
features,1692,Red and white colored objects
features,1693,Green grass
features,1694,Lights
features,1695,Nature
features,1696,Cars and trees
features,1697,Lights
features,1698,Green grass
features,1699,Poles
features,1700,Brown colored objects
features,1701,Black and white colored objects
features,1702,Yellow and blue colored objects
features,1703,Trees
features,1704,Green and brown colored objects
features,1705,Wall art
features,1706,Top of a building
features,1707,"Building, trees"
features,1708,Windows
features,1709,Top of a building
features,1710,Green and brown colored objects
features,1711,Green and brown colored objects
features,1712,People
features,1713,Top of a building
features,1714,Red and white colored objects
features,1715,Windows
features,1716,Brown colored objects
features,1717,Top of a building
features,1718,Green grass
features,1719,Green and brown colored objects
features,1720,Green and brown colored objects
features,1721,Poles
features,1722,Green and brown colored objects
features,1723,Black and white colored objects
features,1724,Green and brown colored objects
features,1725,Structures
features,1726,People
features,1727,Old hotel signs
features,1728,Windows
features,1729,Top of a building
features,1730,Poles
features,1731,Vertical lines
features,1732,Green and brown colored objects
features,1733,Lights
features,1734,Diagonal lines
features,1735,Green and brown colored objects
features,1736,Green and brown colored objects
features,1737,Top of a building
features,1738,People
features,1739,Cars and buildings
features,1740,Buildings
features,1741,Top of a building
features,1742,Trees
features,1743,Green and brown colored objects
features,1744,Old hotel signs
features,1745,Top of a building
features,1746,Windows
features,1747,Green grass
features,1748,Yellow and blue colored objects
features,1749,Green and brown colored objects
features,1750,Buildings
features,1751,Corners of different places
features,1752,Green grass
features,1753,Buildings
features,1754,Poles
features,1755,Top of a building
features,1756,Green grass
features,1757,Red and white colored objects
features,1758,Buildings
features,1759,Landscapes
features,1760,Vertical lines
features,1761,Plants
features,1762,Green grass
features,1763,Poles
features,1764,Poles and legs
features,1765,Green grass
features,1766,"Building, people"
features,1767,Windows
features,1768,Pools
features,1769,Cars and trees
features,1770,Windows
features,1771,Green grass
features,1772,Brown colored objects
features,1773,Lights
features,1774,Pools
features,1775,Black and white colored objects
features,1776,Windows
features,1777,Nature
features,1778,Bright yellow colored objects
features,1779,Vertical lines
features,1780,People
features,1781,Diagonal lines
features,1782,Poles and legs
features,1783,Diagonal lines
features,1784,Poles
features,1785,Green grass
features,1786,Waterfalls
features,1787,Pink colored objects
features,1788,Windows
features,1789,"Building, people"
features,1790,Trees
features,1791,Poles
features,1792,Windows
features,1793,Top of a building
features,1794,Green and brown colored objects
features,1795,Diagonal lines
features,1796,Corners of different places
features,1797,Green and brown colored objects
features,1798,Green and brown colored objects
features,1799,Nature
features,1800,Furniture
features,1801,Items of central focus
features,1802,The ground
features,1803,Vertical lines
features,1804,Windows
features,1805,Black and white colored objects
features,1806,Poles
features,1807,Buildings
features,1808,Buildings
features,1809,People
features,1810,Vertical lines
features,1811,Green and brown colored objects
features,1812,Black and white colored objects
features,1813,Wall art
features,1814,Head of people
features,1815,Nature
features,1816,Nature
features,1817,Windows of a building
features,1818,Views of the mountaintop
features,1819,Black and white colored objects
features,1820,Green grass
features,1821,Items of central focus
features,1822,Green and brown colored objects
features,1823,Top of a building
features,1824,Green grass
features,1825,People
features,1826,Red and white colored objects
features,1827,Green and brown colored objects
features,1828,Water
features,1829,Legs
features,1830,Black and white colored objects
features,1831,Sports fields
features,1832,Water
features,1833,The ground
features,1834,Faces of human beings
features,1835,Green grass
features,1836,Legs
features,1837,Pink colored objects
features,1838,Buildings
features,1839,Athletes
features,1840,People 's legs
features,1841,Columns
features,1842,Head of people
features,1843,The sky
features,1844,Poles
features,1845,Plants
features,1846,Walls
features,1847,Areas around a central focus
features,1848,Old cottage homes
features,1849,Top of a building
features,1850,Top of a building
features,1851,Poles
features,1852,Views of the mountaintop
features,1853,Lights
features,1854,Black and white colored objects
features,1855,Green and brown colored objects
features,1856,Green and brown colored objects
features,1857,People 's heads
features,1858,Buildings
features,1859,Pink colored objects
features,1860,Top of a building
features,1861,Nature
features,1862,Circular objects
features,1863,Reflective surfaces
features,1864,Vertical lines
features,1865,Nature
features,1866,Poles
features,1867,People
features,1868,Green and brown colored objects
features,1869,Diagonal lines
features,1870,People
features,1871,Circular objects
features,1872,Windows
features,1873,Head of people
features,1874,Poles
features,1875,Athletes
features,1876,Nature
features,1877,Corners of different places
features,1878,Green and brown colored objects
features,1879,Poles and legs
features,1880,Stair cases
features,1881,Waterfalls
features,1882,White colored object with black border
features,1883,Columns
features,1884,People
features,1885,Blue objects
features,1886,Lights
features,1887,Sports stadiums
features,1888,Top of a building
features,1889,Ice cream people
features,1890,Plants
features,1891,Trees
features,1892,Green grass
features,1893,Green and brown colored objects
features,1894,Heads
features,1895,Horizontal lines
features,1896,Green and brown colored objects
features,1897,The ground
features,1898,Yellow and blue colored objects
features,1899,Green grass
features,1900,Walls
features,1901,Vertical lines
features,1902,Landscapes
features,1903,Grass and water
features,1904,Green grass
features,1905,Poles
features,1906,Yellow and blue colored objects
features,1907,"Water, people"
features,1908,"Water, grass, people"
features,1909,"The sky, trees, building"
features,1910,Windows
features,1911,Faces of human beings
features,1912,Plants
features,1913,Green and brown colored objects
features,1914,Head of people
features,1915,Items of central focus
features,1916,Lights
features,1917,"Building, people"
features,1918,Legs
features,1919,Green and brown colored objects
features,1920,Walls
features,1921,Windows
features,1922,Windows
features,1923,Green and brown colored objects
features,1924,Items of central focus
features,1925,Faces of human beings
features,1926,Windows
features,1927,Diagonal lines
features,1928,People 's heads
features,1929,Lights
features,1930,Green grass
features,1931,Windows
features,1932,Buildings
features,1933,Windows
features,1934,Green grass
features,1935,Windows of a building
features,1936,Heads of peoples
features,1937,Green grass
features,1938,Items of central focus
features,1939,Trees
features,1940,Black and white colored objects
features,1941,Lights
features,1942,Vertical lines
features,1943,Poles and legs
features,1944,Poles
features,1945,Green and brown colored objects
features,1946,Brown colored objects
features,1947,Vertical lines
features,1948,Diagonal lines
features,1949,Trees
features,1950,Green and brown colored objects
features,1951,Green grass
features,1952,Green and brown colored objects
features,1953,Food
features,1954,Horizontal lines
features,1955,Green and brown colored objects
features,1956,Top of a building
features,1957,Diagonal lines
features,1958,Buildings
features,1959,Green and brown colored objects
features,1960,Poles and legs
features,1961,"Building, people"
features,1962,Green grass
features,1963,Black and white colored objects
features,1964,People
features,1965,Lights
features,1966,Brown colored objects
features,1967,Green and brown colored objects
features,1968,Diagonal lines
features,1969,Top of a building
features,1970,Vertical lines
features,1971,"Building, people"
features,1972,People
features,1973,Buildings and trees
features,1974,Poles
features,1975,Vertical lines
features,1976,Top of a building
features,1977,Brown colored objects
features,1978,Black and white colored objects
features,1979,Top of a building
features,1980,Doors and windows
features,1981,Red colored object with text
features,1982,Wall art
features,1983,Horses and grass
features,1984,Heads
features,1985,Head of people
features,1986,Black and white colored objects
features,1987,Diagonal lines
features,1988,Buildings
features,1989,The ground
features,1990,Diagonal lines
features,1991,Top of a building
features,1992,Green and brown colored objects
features,1993,Poles and legs
features,1994,Views of the mountaintop
features,1995,Black and white colored objects
features,1996,Items of central focus
features,1997,Horizontal lines
features,1998,Green and brown colored objects
features,1999,Poles
features,2000,Green and brown colored objects
features,2001,Green grass
features,2002,Red and white colored objects
features,2003,Windows
features,2004,Wall art
features,2005,Poles
features,2006,Windows
features,2007,Poles
features,2008,"Water, sky, people"
features,2009,People
features,2010,Brown colored objects
features,2011,Top of a building
features,2012,Sports stadiums
features,2013,Black and white colored objects
features,2014,Lights
features,2015,Windows
features,2016,Regions with straight features
features,2017,Poles
features,2018,Windows
features,2019,Poles
features,2020,Plants
features,2021,Heads of peoples
features,2022,Plants
features,2023,Poles
features,2024,Top of a building
features,2025,Green grass
features,2026,"Building, people"
features,2027,Wall art
features,2028,Heads of peoples
features,2029,"Water, people"
features,2030,Poles and legs
features,2031,Green grass
features,2032,Landscapes
features,2033,Green and brown colored objects
features,2034,Top of a building
features,2035,People
features,2036,Green and brown colored objects
features,2037,Poles and legs
features,2038,Views of the mountaintop
features,2039,Poles
features,2040,Waterfalls
features,2041,"Building, people"
features,2042,Diagonal lines
features,2043,Black and white colored objects
features,2044,Heads of peoples
features,2045,Green and brown colored objects
features,2046,Plants
features,2047,Vertical lines
features,2048,Yellow and blue colored objects
features,2049,Windows
features,2050,Regions with straight features
features,2051,Bright lights
features,2052,"Building, people"
features,2053,People
features,2054,Black and white colored objects
features,2055,Arches
features,2056,Buildings
features,2057,Black and white colored objects
features,2058,Diagonal lines
features,2059,Green and brown colored objects
features,2060,Stairs
features,2061,Vertical lines
features,2062,White colored object with black border
features,2063,Top of a building
features,2064,Green grass
features,2065,Buildings
features,2066,Grass and flowers
features,2067,Wall art
features,2068,Buildings
features,2069,Top of a building
features,2070,Green and brown colored objects
features,2071,Lights
features,2072,Green and brown colored objects
features,2073,Green grass
features,2074,Top of a building
features,2075,Green grass
features,2076,Lights
features,2077,"Building, people"
features,2078,Green grass
features,2079,Buildings
features,2080,"Building, people"
features,2081,Buildings
features,2082,Lights
features,2083,Windows
features,2084,Green grass
features,2085,Red and white colored objects
features,2086,Green and brown colored objects
features,2087,Food
features,2088,Views of the mountaintop
features,2089,Trees
features,2090,Top of a building
features,2091,Poles and legs
features,2092,Lights
features,2093,Green grass
features,2094,Diagonal lines
features,2095,Green grass
features,2096,Green and brown colored objects
features,2097,Faces of human beings
features,2098,Buildings
features,2099,Lights
features,2100,Lights
features,2101,Lights
features,2102,Lights
features,2103,Lights
features,2104,Top of a building
features,2105,Top of a building
features,2106,Windows
features,2107,Top of a building
features,2108,Top of a building
features,2109,Green and brown colored objects
features,2110,Areas around central items
features,2111,Views of the mountaintop
features,2112,Heads of peoples
features,2113,Black and white colored objects
features,2114,Black and white colored objects
features,2115,"Building, people"
features,2116,Windows
features,2117,Doors and windows
features,2118,"Building, people"
features,2119,Windows
features,2120,Wall art
features,2121,Black and white colored objects
features,2122,Wall art
features,2123,Vertical lines
features,2124,Top of a building
features,2125,Diagonal lines
features,2126,Columns
features,2127,Poles and legs
features,2128,Green and brown colored objects
features,2129,White colored object with black border
features,2130,Top of a building
features,2131,Poles
features,2132,Diagonal lines
features,2133,Poles and legs
features,2134,Vertical lines
features,2135,Lights
features,2136,Poles
features,2137,Red and white colored objects
features,2138,Top of a building
features,2139,Windows
features,2140,Diagonal lines
features,2141,Colorful items
features,2142,Black and white colored objects
features,2143,Buildings
features,2144,Wall art
features,2145,Wall art
features,2146,Plants
features,2147,Poles
features,2148,Areas with straight features
features,2149,Green and brown colored objects
features,2150,Green grass
features,2151,"Building, people"
features,2152,Lights
features,2153,Poles and legs
features,2154,Food
features,2155,Lights
features,2156,Windows of a building
features,2157,People
features,2158,Areas around items of central focus and edges
features,2159,Black and white colored objects
features,2160,Colorful items
features,2161,Diagonal lines
features,2162,Lights
features,2163,Athletes
features,2164,Green colored objects
features,2165,Columns
features,2166,Outdoor landscapes
features,2167,Items of central focus
features,2168,Top of a building
features,2169,Landscapes
features,2170,Green and brown colored objects
features,2171,Buildings
features,2172,Poles and legs
features,2173,Green grass
features,2174,Sports stadiums
features,2175,Green and brown colored objects
features,2176,Walls
features,2177,Sports stadiums
features,2178,Top of a building
features,2179,Wall art
features,2180,Circular objects
features,2181,Top of a building
features,2182,Buildings
features,2183,Trees
features,2184,Athletes
features,2185,Areas around a central focus
features,2186,Plants and flowers
features,2187,Poles
features,2188,Trees and crowds
features,2189,Top of a building
features,2190,Windows
features,2191,Plants
features,2192,Green grass
features,2193,Poles
features,2194,Poles and legs
features,2195,Views of the mountaintop
features,2196,Plants
features,2197,"Building, people"
features,2198,Trees
features,2199,Top of a building
features,2200,Plants
features,2201,Buildings and produce
features,2202,Lights
features,2203,Plants
features,2204,Waterfalls
features,2205,Edges of things
features,2206,People
features,2207,The ground
